"Month Year","Age","Sex","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Manslaughter Unlawful Striking Causing Death","Driving Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
AUG01,Juvenile,Female,0,0,0,0,0,0,0,51,0,32,2,17,0,0,0,2,0,2,3,0,0,0,3,56,15,8,8,0,0,7,1,69,35,363,7,312,17,27,28,0,0,22,0,6,21,1,12,8,0,532,31,0,16,2,2,11,0,0,0,0,0,0,0,0,0,16,0,0,10,1,0,0,0,1,0,32,0,17,4,11,0,2,1,1,0,0,1,93,46
AUG01,Juvenile,Male,0,0,0,0,0,0,0,83,3,45,6,29,23,2,21,15,1,14,21,0,0,4,17,142,284,97,95,2,50,137,1,330,78,589,14,267,136,172,15,0,0,1,0,14,63,13,23,27,0,1360,190,0,94,7,5,84,0,0,0,0,0,0,0,0,0,44,0,0,87,27,1,4,0,17,5,114,1,47,14,52,0,12,4,7,1,0,23,497,47
AUG01,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
SEP01,Adult,Female,2,4,3,0,0,0,1,178,14,51,15,98,11,0,11,11,7,4,10,0,0,1,9,216,83,66,58,8,6,11,1,109,38,380,23,234,36,87,300,0,69,83,0,148,102,24,21,56,1,1013,464,3,197,26,23,215,27,11,2,3,8,3,0,0,0,18,0,27,13,26,1,4,1,12,8,310,2,129,14,165,0,358,8,329,21,0,16,1259,49
SEP01,Adult,Male,2,22,18,0,2,0,2,632,43,294,64,231,172,24,148,52,22,30,127,15,2,42,68,1007,818,439,399,40,105,274,25,771,276,1046,64,357,308,317,562,2,115,74,0,371,323,52,85,182,4,3821,1739,5,820,112,61,741,34,2,6,7,15,3,0,0,1,69,0,377,124,311,17,77,0,117,100,1367,12,581,15,759,0,2005,74,1640,290,1,92,6118,50
SEP01,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
SEP01,Juvenile,Female,0,0,0,0,0,0,0,55,1,16,8,30,1,0,1,3,1,2,2,0,1,0,1,61,35,19,19,0,4,12,0,52,35,425,7,385,10,23,6,0,0,2,0,4,21,4,8,9,0,574,52,0,23,1,2,26,0,0,0,0,0,0,0,0,0,20,0,0,3,2,0,0,0,2,0,53,1,22,7,23,0,4,0,3,0,1,1,135,52
SEP01,Juvenile,Male,0,1,1,0,0,0,0,84,4,34,8,38,13,2,11,12,4,8,22,1,2,1,18,132,459,247,246,1,63,149,14,279,97,482,13,241,87,141,28,3,0,0,0,25,46,9,15,21,1,1405,176,0,93,6,10,67,0,0,0,0,0,0,0,0,0,49,0,0,44,26,0,3,3,16,4,106,1,44,13,48,0,20,7,11,2,0,19,440,53
SEP01,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
OCT01,Adult,Female,1,2,0,0,1,0,1,162,6,57,18,81,6,2,4,12,5,7,22,2,0,4,16,205,74,48,44,4,12,14,6,106,62,456,32,236,36,152,296,1,33,87,0,175,86,14,15,55,2,1086,599,0,276,36,18,269,45,13,4,9,16,1,0,2,0,18,0,27,18,26,1,4,0,11,10,345,7,125,10,203,0,440,8,398,34,0,14,1532,55
OCT01,Adult,Male,10,23,14,0,4,0,5,699,46,331,63,259,172,37,135,89,59,30,148,16,4,36,92,1141,837,405,359,46,193,239,20,820,369,1173,70,284,414,405,790,2,118,153,0,517,325,48,91,184,2,4334,2324,5,1078,159,77,1005,45,6,3,4,28,1,0,2,1,81,2,455,130,289,15,66,1,112,95,1752,14,745,23,970,2,2411,101,1908,401,1,67,7558,56
OCT01,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57
OCT01,Juvenile,Female,0,0,0,0,0,0,0,50,0,23,2,25,3,0,3,0,0,0,1,0,0,0,1,54,49,26,25,1,4,19,2,54,15,425,10,349,2,64,22,4,0,11,0,7,22,4,10,7,1,589,56,0,32,0,2,22,0,0,0,0,0,0,0,0,0,21,0,0,19,2,0,1,0,0,1,56,0,30,3,23,0,2,0,2,0,0,4,160,58
OCT01,Juvenile,Male,0,0,0,0,0,0,0,94,5,40,8,41,22,4,18,14,4,10,19,1,0,1,17,149,461,121,121,0,122,218,10,362,148,541,25,253,125,138,51,1,6,26,0,18,71,13,24,32,2,1644,234,0,103,10,10,111,0,0,0,0,0,0,0,0,0,52,5,0,93,48,0,6,3,28,11,146,1,59,10,76,0,15,4,9,0,2,20,613,59
OCT01,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
NOV01,Adult,Female,1,2,0,1,0,0,1,161,7,49,16,89,1,0,1,7,5,2,21,1,0,2,18,193,62,39,34,5,1,22,4,96,62,389,18,262,40,69,239,34,33,37,0,135,81,13,13,53,2,933,453,0,204,27,9,213,37,2,0,2,29,0,0,1,3,18,0,31,19,30,0,7,0,12,11,343,4,132,9,198,0,396,5,350,41,0,13,1340,61
NOV01,Adult,Male,5,18,9,4,1,0,4,641,29,309,59,244,164,48,116,48,26,22,134,17,0,23,94,1010,671,383,352,31,94,194,19,710,258,1069,73,345,298,353,564,9,62,97,0,396,337,54,104,175,4,3628,1779,6,852,114,50,757,35,4,0,3,27,0,0,0,1,80,0,439,110,334,14,86,3,121,110,1761,29,740,24,968,0,2129,89,1667,370,3,71,6738,62
NOV01,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,63
NOV01,Juvenile,Female,0,0,0,0,0,0,0,51,2,24,5,20,3,0,3,1,1,0,3,1,0,0,2,58,34,15,13,2,6,13,0,62,18,309,3,275,7,24,10,0,1,7,0,2,14,0,10,3,1,447,60,0,34,0,6,20,2,0,0,1,1,0,0,0,0,19,0,0,12,3,0,0,0,3,0,61,3,23,3,32,0,3,1,2,0,0,0,160,64
NOV01,Juvenile,Male,0,1,1,0,0,0,0,94,6,43,14,31,21,6,15,10,5,5,12,0,0,2,10,138,291,123,121,2,46,122,3,318,83,510,33,266,73,138,70,0,0,6,0,64,51,13,19,19,0,1326,172,0,84,4,4,80,0,0,0,0,0,0,0,0,0,34,0,3,45,39,2,11,4,18,4,164,3,67,28,66,0,16,4,9,2,1,17,490,65
NOV01,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
DEC01,Adult,Female,3,1,1,0,0,0,0,170,16,57,16,81,4,1,3,8,4,4,19,1,0,3,15,205,68,47,38,9,6,15,0,95,33,348,19,228,37,64,193,0,34,48,0,111,85,17,18,48,2,822,498,3,223,29,12,231,49,5,0,10,33,0,0,0,1,10,0,42,9,24,2,6,0,8,8,361,3,150,8,200,0,490,14,445,30,1,11,1494,67
DEC01,Adult,Male,2,23,17,0,1,0,5,813,51,365,85,312,233,32,201,74,46,28,110,19,2,21,68,1255,731,420,364,56,118,193,16,778,267,1259,67,338,273,581,490,2,66,170,0,252,268,43,48,168,9,3809,1891,1,916,145,48,781,41,1,0,4,35,1,0,0,0,66,0,428,123,251,10,57,1,99,84,1840,24,762,29,1025,3,2330,70,1946,314,0,58,7031,68
DEC01,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,69
DEC01,Juvenile,Female,0,0,0,0,0,0,0,47,0,22,4,21,0,0,0,2,1,1,1,0,0,0,1,50,37,12,12,0,4,21,0,45,16,400,11,350,9,30,27,0,0,16,0,11,13,5,2,6,0,538,48,0,21,1,2,24,0,0,0,0,0,0,0,0,0,20,0,0,6,2,0,0,0,2,0,69,0,30,4,35,0,1,1,0,0,0,2,148,70
DEC01,Juvenile,Male,0,2,2,0,0,0,0,95,2,53,8,32,16,5,11,17,8,9,21,1,1,0,19,151,374,132,129,3,72,170,13,343,133,498,21,243,117,117,30,1,0,1,0,28,70,16,18,34,2,1461,144,0,67,5,6,66,0,0,0,0,0,0,0,0,0,34,1,2,93,30,0,4,3,19,4,142,1,63,18,60,0,27,9,17,1,0,12,485,71
DEC01,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
JAN02,Adult,Female,2,6,4,0,0,0,2,200,15,74,23,88,0,0,0,10,5,5,31,2,2,5,22,249,123,92,84,8,6,25,3,98,54,393,24,240,58,71,239,0,42,23,0,174,96,13,14,67,2,1006,429,1,183,26,9,210,20,6,2,3,9,0,0,0,0,22,1,35,20,32,1,7,0,17,7,384,4,137,13,230,0,358,5,328,24,1,18,1319,73
JAN02,Adult,Male,9,20,12,1,2,0,5,707,43,324,76,264,189,40,149,65,43,22,128,17,0,22,89,1118,774,441,398,43,127,206,18,815,371,1139,65,302,418,354,533,5,94,107,0,327,319,53,93,167,6,3969,1754,3,801,135,32,783,14,0,1,3,9,1,0,0,0,80,1,492,153,277,12,74,4,97,90,1729,31,710,22,966,4,2098,81,1656,360,1,69,6671,74
JAN02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
JAN02,Juvenile,Female,1,1,1,0,0,0,0,38,1,15,3,19,0,0,0,8,2,6,4,0,0,1,3,52,42,18,17,1,12,12,0,69,17,353,12,306,9,26,9,0,0,2,0,7,17,2,8,7,0,507,35,0,20,0,1,14,1,0,0,0,1,0,0,0,0,15,0,0,10,2,0,0,0,1,1,66,1,31,6,28,0,1,0,1,0,0,0,130,76
JAN02,Juvenile,Male,0,0,0,0,0,0,0,112,3,40,18,51,26,8,18,30,23,7,21,1,0,1,19,189,353,125,122,3,80,148,11,405,87,548,29,243,132,144,17,1,0,0,0,16,62,9,20,32,1,1483,170,0,95,1,4,70,0,0,0,0,0,0,0,0,0,49,0,1,95,29,0,5,2,17,5,203,4,65,46,88,0,19,6,11,1,1,18,584,77
JAN02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
FEB02,Adult,Female,1,1,1,0,0,0,0,156,10,58,12,76,5,1,4,5,4,1,17,2,1,1,13,185,75,61,54,7,5,9,5,90,50,439,22,292,24,101,258,3,23,97,0,135,96,18,21,56,1,1013,445,0,189,26,15,215,27,5,2,5,15,0,0,0,0,20,1,39,20,26,0,4,1,16,5,298,1,97,10,190,1,347,5,309,33,0,10,1234,79
FEB02,Adult,Male,3,16,13,0,2,0,1,615,34,292,71,218,159,36,123,66,33,33,120,22,3,25,70,979,781,422,388,34,110,249,16,680,288,1156,57,357,361,381,553,0,97,156,0,300,264,37,56,169,2,3738,1787,2,797,157,50,781,14,0,0,2,11,1,0,0,0,83,0,400,132,236,12,61,5,83,75,1296,24,553,23,696,5,1882,52,1507,321,2,74,5909,80
FEB02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81
FEB02,Juvenile,Female,0,0,0,0,0,0,0,38,1,17,4,16,0,0,0,5,0,5,1,0,0,0,1,44,24,11,11,0,4,9,0,21,19,218,5,180,8,25,11,0,0,1,0,10,18,4,10,4,0,311,37,0,15,1,3,18,1,0,0,0,1,0,0,0,0,17,0,0,19,6,0,2,0,1,3,44,0,21,4,19,0,9,2,6,1,0,1,134,82
FEB02,Juvenile,Male,0,0,0,0,0,0,0,87,1,39,7,40,28,11,17,16,8,8,15,6,0,0,9,146,385,122,115,7,98,165,7,272,180,439,26,167,135,111,22,0,0,12,0,10,45,12,12,21,0,1350,158,0,74,7,9,68,0,0,0,0,0,0,0,0,0,36,0,0,57,25,0,8,2,11,4,120,4,49,18,49,0,22,6,13,3,0,15,433,83
FEB02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
MAR02,Adult,Female,0,0,0,0,0,0,0,135,11,51,10,63,6,0,6,11,6,5,31,2,0,5,24,183,70,46,42,4,12,12,1,82,34,397,24,253,21,99,207,1,14,103,0,89,92,24,20,48,0,883,411,2,188,17,7,197,24,6,2,6,10,0,0,0,0,19,0,23,19,38,1,8,0,19,10,388,5,150,4,229,0,395,11,347,37,0,10,1327,85
MAR02,Adult,Male,3,12,7,0,1,0,4,693,37,355,56,245,127,29,98,59,31,28,93,8,1,16,68,987,770,381,338,43,141,248,27,545,330,1006,60,277,357,312,538,19,83,134,0,302,328,51,68,196,13,3544,1780,7,826,107,82,758,22,7,1,1,10,3,0,0,0,73,0,413,134,230,11,45,5,105,64,1667,15,666,22,964,2,2160,67,1710,382,1,70,6551,86
MAR02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,87
MAR02,Juvenile,Female,0,0,0,0,0,0,0,42,0,23,4,15,1,0,1,0,0,0,2,1,0,0,1,45,66,41,41,0,7,18,2,38,31,246,9,195,17,25,13,0,0,10,0,3,19,4,9,6,0,415,28,0,10,0,2,16,1,0,0,0,1,0,0,0,0,19,0,0,21,2,0,0,0,2,0,41,0,17,6,18,0,1,0,1,0,0,0,113,88
MAR02,Juvenile,Male,1,3,1,0,0,0,2,116,2,69,6,39,31,13,18,10,3,7,13,2,0,1,10,174,375,111,111,0,102,162,10,226,149,483,12,242,113,116,16,1,2,1,0,12,64,16,28,20,0,1323,170,0,87,2,11,70,0,0,0,0,0,0,0,0,0,32,0,4,83,37,4,5,6,16,6,166,11,58,25,72,0,13,6,5,2,0,13,518,89
MAR02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
APR02,Adult,Female,0,3,1,0,2,0,0,179,4,68,21,86,4,0,4,11,5,6,21,1,0,6,14,218,148,115,106,9,23,10,3,64,62,460,27,300,33,100,262,0,42,69,0,151,110,17,33,60,0,1109,495,0,228,25,15,227,27,6,2,6,11,2,0,0,0,9,0,42,17,22,1,7,0,6,8,409,6,145,20,238,0,451,5,413,33,0,19,1491,91
APR02,Adult,Male,1,6,3,0,0,0,3,603,45,307,62,189,195,39,156,66,41,25,98,16,1,27,54,969,993,530,509,21,135,328,15,689,350,940,74,288,300,278,542,9,85,120,0,328,275,39,72,164,0,3804,1722,2,826,109,51,734,24,1,1,2,20,0,0,0,0,54,0,372,114,249,12,56,2,106,73,1317,14,525,18,760,2,2227,77,1749,400,1,59,6140,92
APR02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93
APR02,Juvenile,Female,0,0,0,0,0,0,0,28,1,8,2,17,1,0,1,1,0,1,0,0,0,0,0,30,90,49,49,0,15,26,1,41,33,315,10,269,15,21,23,0,0,21,0,2,10,4,3,3,0,513,47,0,28,2,1,16,0,0,0,0,0,0,0,0,0,20,0,0,16,2,0,0,0,2,0,51,0,20,14,17,0,2,0,2,0,0,2,140,94
APR02,Juvenile,Male,0,0,0,0,0,0,0,92,4,45,10,33,15,2,13,16,7,9,11,0,0,2,9,134,420,136,132,4,77,207,14,258,127,563,23,261,170,109,13,1,0,1,0,11,62,11,18,33,0,1457,216,0,112,2,9,93,0,0,0,0,0,0,0,0,0,28,0,1,92,36,2,2,2,26,4,180,9,60,36,75,0,19,6,9,4,0,20,592,95
APR02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
MAY02,Adult,Female,0,1,0,0,0,0,1,177,19,66,18,74,1,0,1,8,6,2,19,4,0,0,15,206,59,41,32,9,8,10,0,85,31,488,15,336,27,110,341,6,75,124,0,136,145,26,27,88,4,1149,542,0,249,29,20,244,43,14,3,7,16,3,0,0,0,15,0,28,16,18,1,4,0,7,6,345,8,140,6,191,0,447,6,408,33,0,13,1467,97
MAY02,Adult,Male,2,17,10,0,0,0,7,645,31,323,68,223,202,36,166,66,50,16,111,20,1,15,75,1043,693,406,360,46,96,191,13,600,296,1142,50,352,399,341,610,14,78,133,0,385,297,56,63,173,5,3651,1986,7,952,114,47,866,50,10,11,11,15,3,0,0,0,64,1,399,132,263,17,62,2,101,81,1431,21,606,27,777,5,2312,90,1784,438,0,67,6710,98
MAY02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
MAY02,Juvenile,Female,0,0,0,0,0,0,0,52,2,19,4,27,1,0,1,2,2,0,11,4,0,0,7,66,57,15,12,3,16,26,1,51,46,359,9,302,18,30,9,1,0,1,0,7,18,8,5,5,0,541,42,0,18,1,6,17,0,0,0,0,0,0,0,0,0,25,0,0,26,2,0,0,0,2,0,62,0,24,5,33,0,5,2,3,0,0,2,164,100
MAY02,Juvenile,Male,0,0,0,0,0,0,0,129,9,56,11,53,27,9,18,17,9,8,18,1,0,0,17,191,528,190,187,3,109,229,12,300,151,606,34,264,158,150,52,3,6,1,0,42,70,19,26,25,0,1719,217,0,111,5,22,79,0,0,0,0,0,0,0,0,0,39,0,1,109,39,0,3,1,28,7,132,2,45,38,47,0,25,10,14,1,0,18,580,101
MAY02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
JUN02,Adult,Female,0,2,1,0,1,0,0,151,7,63,12,69,5,0,5,4,3,1,29,4,0,4,21,191,60,47,36,11,3,10,2,98,56,443,28,214,29,172,429,0,28,201,0,200,97,16,21,58,2,1185,443,3,181,18,37,204,50,11,3,8,28,0,0,0,0,7,0,26,12,22,2,3,1,11,5,298,3,130,9,156,0,408,2,361,45,0,23,1289,103
JUN02,Adult,Male,5,15,11,0,1,0,3,588,29,265,68,226,187,36,151,54,25,29,112,16,1,28,67,961,807,395,370,25,138,274,14,583,297,1020,59,331,294,336,756,5,126,120,0,505,253,53,47,151,2,3730,1952,9,907,110,75,851,47,1,1,4,39,2,0,0,0,63,0,387,103,291,12,63,9,105,102,1536,13,638,19,866,1,2223,74,1771,377,1,72,6675,104
JUN02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
JUN02,Juvenile,Female,0,0,0,0,0,0,0,54,1,26,4,23,2,0,2,6,2,4,6,2,0,0,4,68,44,21,20,1,7,16,0,39,22,305,5,255,13,32,47,0,0,12,0,35,16,2,11,3,0,473,66,0,39,0,3,24,2,0,0,1,0,1,0,0,0,18,0,1,24,3,0,0,0,3,0,76,2,26,17,31,0,2,0,2,0,0,4,196,106
JUN02,Juvenile,Male,0,1,0,0,1,0,0,102,3,52,8,39,26,4,22,19,3,16,13,0,0,0,13,161,302,119,115,4,58,125,10,250,123,495,15,254,104,122,21,0,0,2,0,19,61,18,16,27,0,1262,189,0,102,4,14,69,0,0,0,0,0,0,0,0,0,29,0,3,67,42,0,8,2,25,7,156,1,45,54,56,0,31,11,15,5,0,16,533,107
JUN02,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
JUL02,Adult,Female,0,2,2,0,0,0,0,192,14,62,20,96,3,0,3,9,4,5,34,3,0,1,30,240,51,40,34,6,1,10,4,78,34,486,30,250,47,159,431,0,41,236,0,154,111,15,27,68,1,1195,658,2,283,31,15,327,33,6,3,6,18,0,0,0,0,12,0,43,10,27,2,6,0,14,5,356,7,144,10,195,0,395,7,335,53,0,14,1548,109
JUL02,Adult,Male,5,9,7,0,0,0,2,662,40,314,55,253,197,35,162,72,40,32,101,18,1,17,65,1046,878,485,460,25,115,278,24,695,297,1280,66,354,418,442,830,5,128,221,0,476,345,66,71,201,7,4349,2492,8,1198,145,65,1076,44,3,2,1,37,1,0,0,0,70,0,419,122,322,18,74,6,132,92,1525,23,616,20,866,4,2370,79,1798,493,0,75,7443,110
JUL02,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
